screening_year,age_at_screening,priors,sex,race,recid,compas_recid
2013,58,2,Male,Caucasian,no,not high risk
2014,42,0,Female,Caucasian,no,not high risk
2013,26,0,Male,African-American,no,not high risk
2013,48,3,Male,Caucasian,no,not high risk
2014,19,0,Male,African-American,no,not high risk
2013,24,3,Male,African-American,yes,high risk
2013,25,0,Male,Hispanic,no,not high risk
2013,28,0,Female,African-American,no,not high risk
2013,46,2,Female,Caucasian,no,not high risk
2013,38,2,Female,Other,no,not high risk
2013,18,0,Male,Caucasian,no,not high risk
2013,20,4,Male,African-American,yes,high risk
2013,24,0,Male,Caucasian,no,not high risk
2013,25,1,Male,Caucasian,no,not high risk
2013,49,4,Male,African-American,no,not high risk
2013,34,1,Male,Hispanic,no,not high risk
2013,51,5,Male,Hispanic,no,not high risk
2013,51,3,Male,African-American,no,not high risk
2014,20,0,Male,African-American,no,not high risk
2013,21,2,Male,Caucasian,no,not high risk
2013,29,2,Male,African-American,no,high risk
2013,31,6,Female,African-American,no,not high risk
2013,48,8,Male,African-American,no,not high risk
2013,26,0,Male,African-American,no,not high risk
2013,20,0,Male,Caucasian,no,not high risk
2013,22,2,Male,Caucasian,no,not high risk
2013,25,2,Male,Caucasian,no,not high risk
2014,30,0,Female,African-American,yes,not high risk
2013,33,7,Male,African-American,no,not high risk
2013,30,16,Male,African-American,yes,high risk
2013,27,1,Male,Other,no,not high risk
2013,55,1,Female,Caucasian,no,not high risk
2013,19,2,Male,African-American,yes,not high risk
2013,25,2,Male,Caucasian,yes,not high risk
2014,25,6,Male,African-American,yes,high risk
2013,20,0,Male,Caucasian,no,high risk
2013,23,0,Male,African-American,no,not high risk
2013,22,1,Male,African-American,no,not high risk
2013,37,2,Male,Native American,no,not high risk
2013,37,1,Male,Hispanic,no,not high risk
2013,54,1,Male,African-American,no,not high risk
2013,49,3,Male,Caucasian,no,not high risk
2013,33,0,Male,African-American,no,not high risk
2013,48,0,Male,Caucasian,no,not high risk
2013,23,2,Male,Caucasian,no,not high risk
2013,19,1,Male,African-American,no,not high risk
2013,32,9,Female,African-American,no,high risk
2013,19,2,Male,Caucasian,yes,high risk
2013,40,2,Male,Caucasian,no,not high risk
2013,19,2,Male,African-American,no,not high risk
2013,28,4,Male,African-American,yes,high risk
2013,22,3,Male,Caucasian,no,not high risk
2013,50,0,Female,Caucasian,no,not high risk
2013,32,0,Male,Hispanic,no,not high risk
2013,21,0,Female,Caucasian,no,not high risk
2013,54,0,Male,Other,no,not high risk
2013,35,2,Male,Caucasian,no,not high risk
2013,20,1,Male,African-American,no,not high risk
2013,23,1,Male,Hispanic,no,not high risk
2013,22,8,Male,African-American,no,high risk
2013,31,2,Male,African-American,no,not high risk
2013,22,0,Female,Caucasian,no,not high risk
2013,21,4,Male,Other,yes,not high risk
2013,45,4,Male,Caucasian,yes,not high risk
2013,52,0,Male,Caucasian,no,not high risk
2013,23,1,Male,Caucasian,no,not high risk
2014,54,10,Male,African-American,yes,not high risk
2013,29,9,Male,African-American,yes,high risk
2013,52,0,Male,Caucasian,yes,not high risk
2013,21,3,Male,African-American,no,not high risk
2013,50,2,Male,Caucasian,yes,not high risk
2013,37,0,Male,Asian,no,not high risk
2014,25,0,Male,African-American,yes,not high risk
2013,34,4,Male,Caucasian,yes,not high risk
2013,26,5,Female,African-American,yes,not high risk
2014,42,0,Female,Caucasian,no,not high risk
2013,22,2,Male,Other,no,not high risk
2013,37,4,Male,Caucasian,yes,not high risk
2013,35,7,Male,African-American,yes,not high risk
2013,57,0,Male,Caucasian,no,not high risk
2013,55,3,Male,Caucasian,no,not high risk
2014,25,3,Male,African-American,yes,high risk
2013,34,0,Female,African-American,no,not high risk
2014,38,1,Male,Caucasian,no,not high risk
2013,31,0,Female,Other,no,not high risk
2013,53,1,Male,African-American,no,not high risk
2013,31,3,Male,African-American,no,high risk
2013,26,1,Male,African-American,yes,not high risk
2013,42,8,Male,Hispanic,no,not high risk
2013,19,1,Male,Caucasian,yes,not high risk
2014,19,0,Male,African-American,no,not high risk
2013,53,1,Male,Caucasian,no,not high risk
2013,45,4,Male,African-American,no,not high risk
2014,25,1,Male,Hispanic,no,not high risk
2013,31,1,Male,Hispanic,no,not high risk
2013,30,6,Male,African-American,yes,not high risk
2013,55,1,Male,Caucasian,no,not high risk
2013,31,1,Female,African-American,no,not high risk
2013,37,2,Female,African-American,no,not high risk
2013,18,0,Male,Caucasian,yes,not high risk
2013,36,2,Male,Caucasian,no,not high risk
2014,28,2,Male,Other,no,high risk
2013,21,3,Female,African-American,yes,high risk
2013,32,1,Male,Caucasian,no,not high risk
2013,19,0,Male,Hispanic,no,not high risk
2013,34,4,Male,Hispanic,no,not high risk
2014,36,14,Male,African-American,no,high risk
2014,58,0,Male,Hispanic,no,not high risk
2014,36,1,Female,Caucasian,no,not high risk
2013,22,1,Male,African-American,no,not high risk
2013,67,0,Female,Other,no,not high risk
2013,51,6,Male,African-American,yes,not high risk
2013,33,0,Male,Caucasian,no,not high risk
2013,25,1,Male,African-American,no,not high risk
2013,18,1,Male,African-American,no,not high risk
2013,29,2,Male,African-American,no,high risk
2013,53,0,Male,African-American,no,not high risk
2014,28,3,Male,Caucasian,no,not high risk
2013,24,1,Male,African-American,no,high risk
2013,38,7,Male,African-American,yes,not high risk
2014,30,7,Male,African-American,yes,high risk
2014,24,7,Male,Caucasian,no,not high risk
2013,28,0,Male,African-American,no,not high risk
2013,29,3,Male,African-American,no,not high risk
2013,43,3,Male,African-American,no,not high risk
2014,22,1,Male,African-American,yes,not high risk
2013,48,3,Male,Caucasian,no,not high risk
2013,34,3,Male,African-American,no,not high risk
2014,35,1,Male,Hispanic,no,not high risk
2013,18,1,Male,Caucasian,no,not high risk
2013,72,1,Male,Hispanic,no,not high risk
2014,38,3,Male,Caucasian,no,not high risk
2013,50,0,Female,Caucasian,no,not high risk
2014,31,4,Male,African-American,no,not high risk
2013,19,0,Female,African-American,no,not high risk
2013,22,5,Male,African-American,yes,high risk
2013,22,2,Male,Caucasian,no,not high risk
2013,23,1,Female,African-American,no,not high risk
2013,53,9,Male,African-American,no,not high risk
2013,22,1,Male,Caucasian,yes,not high risk
2013,23,5,Male,Caucasian,no,not high risk
2013,62,3,Male,Caucasian,no,not high risk
2013,62,13,Male,African-American,no,not high risk
2014,22,0,Male,Caucasian,no,not high risk
2013,32,29,Male,African-American,no,not high risk
2013,54,0,Female,Caucasian,no,not high risk
2013,43,0,Female,Caucasian,no,not high risk
2013,53,16,Male,African-American,no,not high risk
2013,36,0,Female,Caucasian,no,not high risk
2014,66,4,Male,Caucasian,no,not high risk
2013,25,1,Male,African-American,yes,not high risk
2013,36,0,Male,Caucasian,no,not high risk
2014,23,3,Female,African-American,no,high risk
2013,21,2,Male,Caucasian,no,not high risk
2013,28,2,Male,Caucasian,no,not high risk
2013,28,2,Male,African-American,no,not high risk
2013,32,13,Female,African-American,no,high risk
2013,32,19,Male,African-American,no,high risk
2013,54,0,Male,Other,no,not high risk
2013,39,1,Female,African-American,no,not high risk
2014,22,1,Male,Caucasian,no,high risk
2014,39,24,Male,African-American,yes,high risk
2013,24,0,Male,Caucasian,no,not high risk
2013,31,5,Male,Caucasian,yes,not high risk
2013,47,0,Male,Hispanic,no,not high risk
2014,23,6,Male,Caucasian,yes,high risk
2013,36,2,Male,Hispanic,no,not high risk
2013,24,2,Male,African-American,no,not high risk
2013,22,3,Male,African-American,no,not high risk
2013,24,0,Male,African-American,no,not high risk
2013,27,0,Male,Caucasian,no,not high risk
2013,20,3,Male,African-American,yes,high risk
2013,36,0,Male,African-American,yes,not high risk
2013,29,6,Male,African-American,yes,not high risk
2013,23,24,Male,African-American,yes,high risk
2013,27,2,Male,Other,no,not high risk
2013,18,4,Male,African-American,yes,high risk
2013,21,0,Male,Caucasian,no,not high risk
2013,22,2,Male,African-American,yes,not high risk
2013,23,0,Female,African-American,no,not high risk
2013,35,0,Male,African-American,no,not high risk
2013,37,0,Male,Hispanic,no,not high risk
2013,46,4,Female,Caucasian,no,not high risk
2013,33,2,Female,Caucasian,no,not high risk
2013,23,0,Male,Other,no,not high risk
2013,19,1,Male,Caucasian,no,not high risk
2013,22,2,Female,Caucasian,no,not high risk
2013,42,1,Male,Hispanic,no,not high risk
2013,25,3,Male,Caucasian,no,not high risk
2013,30,1,Female,African-American,no,high risk
2013,54,8,Male,African-American,yes,not high risk
2013,36,15,Male,African-American,yes,high risk
2013,41,0,Female,African-American,no,not high risk
2013,20,1,Male,African-American,no,not high risk
2013,41,12,Male,Caucasian,no,not high risk
2013,30,0,Male,Asian,no,not high risk
2013,19,0,Male,African-American,yes,high risk
2013,48,2,Male,African-American,no,not high risk
2014,18,0,Male,African-American,yes,high risk
2013,37,1,Male,Caucasian,no,not high risk
2014,56,1,Male,Hispanic,no,not high risk
2013,25,1,Female,Other,no,not high risk
2013,27,2,Female,African-American,no,not high risk
2013,19,1,Male,African-American,yes,high risk
2013,47,1,Male,Caucasian,no,not high risk
2013,26,5,Male,African-American,yes,high risk
2014,27,0,Male,Caucasian,yes,not high risk
2014,24,2,Male,Hispanic,no,not high risk
2013,48,0,Female,Caucasian,no,not high risk
2013,18,1,Male,African-American,no,not high risk
2013,26,0,Male,Caucasian,yes,not high risk
2014,41,0,Male,Caucasian,no,not high risk
2013,19,1,Male,African-American,no,not high risk
2013,33,0,Male,African-American,no,not high risk
2013,22,0,Male,African-American,no,not high risk
2013,23,5,Male,African-American,no,not high risk
2013,24,8,Male,African-American,yes,high risk
2013,23,2,Male,Caucasian,no,not high risk
2013,21,1,Male,African-American,no,not high risk
2013,26,0,Female,African-American,no,not high risk
2013,32,5,Male,African-American,no,not high risk
2013,20,2,Male,Other,yes,not high risk
2013,26,1,Female,African-American,no,not high risk
2013,21,1,Male,African-American,yes,not high risk
2014,48,0,Male,Caucasian,no,not high risk
2013,21,0,Female,African-American,yes,not high risk
2014,29,0,Female,African-American,no,not high risk
2013,60,1,Male,Caucasian,no,not high risk
2013,19,0,Male,African-American,no,not high risk
2013,19,0,Male,Caucasian,no,not high risk
2013,24,0,Male,Caucasian,no,not high risk
2013,18,0,Female,Other,no,not high risk
2013,77,0,Male,Caucasian,no,not high risk
2013,56,1,Male,Caucasian,no,not high risk
2013,65,6,Male,African-American,no,not high risk
2013,20,1,Male,African-American,no,high risk
2013,21,0,Male,Caucasian,no,high risk
2014,39,2,Male,Caucasian,no,not high risk
2013,18,0,Male,Caucasian,yes,high risk
2014,24,3,Male,African-American,yes,not high risk
2013,36,0,Male,Hispanic,yes,not high risk
2013,33,1,Male,Caucasian,no,not high risk
2013,19,0,Male,African-American,yes,high risk
2013,28,1,Female,African-American,no,not high risk
2013,46,4,Male,Caucasian,yes,high risk
2013,21,0,Male,Caucasian,no,high risk
2013,42,1,Male,Caucasian,yes,not high risk
2013,23,1,Female,African-American,no,not high risk
2013,23,1,Male,African-American,no,not high risk
2013,42,0,Male,Hispanic,no,not high risk
2013,30,0,Male,African-American,no,not high risk
2014,18,0,Male,African-American,yes,not high risk
2013,41,3,Male,Caucasian,no,not high risk
2013,38,0,Female,African-American,no,not high risk
2013,27,1,Male,African-American,no,not high risk
2013,20,0,Female,Caucasian,no,not high risk
2014,24,1,Male,African-American,yes,not high risk
2013,29,0,Female,Hispanic,no,not high risk
2013,23,2,Male,Caucasian,no,not high risk
2014,41,9,Female,African-American,no,high risk
2014,37,1,Male,Caucasian,no,not high risk
2013,47,1,Female,African-American,no,not high risk
2013,59,5,Male,Caucasian,no,not high risk
2013,21,3,Male,Caucasian,no,not high risk
2013,18,2,Male,Caucasian,yes,high risk
2013,45,0,Female,Caucasian,no,not high risk
2013,34,0,Male,African-American,no,not high risk
2014,18,0,Female,Other,no,not high risk
2013,61,0,Female,Caucasian,no,not high risk
2013,19,0,Male,Caucasian,no,not high risk
2013,40,8,Male,Caucasian,no,not high risk
2013,30,10,Male,Caucasian,no,high risk
2013,24,1,Male,African-American,no,not high risk
2013,30,1,Female,Caucasian,no,not high risk
2014,23,3,Male,Caucasian,no,not high risk
2013,27,3,Female,African-American,no,not high risk
2013,18,3,Female,African-American,yes,not high risk
2013,41,0,Male,African-American,no,not high risk
2014,28,0,Male,African-American,no,not high risk
2013,47,1,Female,Caucasian,no,not high risk
2013,22,0,Female,Hispanic,no,not high risk
2014,41,2,Female,African-American,no,not high risk
2013,32,2,Male,Other,no,not high risk
2013,41,0,Male,Other,no,not high risk
2013,28,14,Male,Hispanic,yes,not high risk
2014,53,0,Female,Hispanic,no,not high risk
2014,27,6,Male,African-American,no,not high risk
2013,28,0,Male,Other,no,not high risk
2013,48,0,Male,Other,no,not high risk
2013,56,0,Male,Caucasian,no,not high risk
2013,46,1,Male,African-American,yes,not high risk
2013,33,11,Male,Caucasian,yes,not high risk
2013,20,1,Female,African-American,no,not high risk
2013,49,1,Male,Hispanic,no,not high risk
2013,31,0,Male,African-American,no,not high risk
2013,30,0,Male,Other,no,not high risk
2013,51,1,Male,African-American,no,not high risk
2013,33,0,Male,African-American,no,not high risk
2013,58,0,Male,Caucasian,no,not high risk
2013,35,0,Female,African-American,no,not high risk
2013,38,9,Male,Hispanic,no,not high risk
2013,29,0,Male,African-American,no,not high risk
2013,43,18,Male,African-American,yes,not high risk
2013,18,4,Male,African-American,no,high risk
2013,66,2,Male,African-American,no,not high risk
2014,22,0,Male,African-American,no,not high risk
2014,39,1,Male,Caucasian,yes,not high risk
2013,27,0,Male,Other,no,not high risk
2014,39,1,Male,African-American,no,not high risk
2014,53,4,Male,Other,no,not high risk
2013,22,1,Male,Hispanic,no,not high risk
2013,37,2,Male,Hispanic,no,not high risk
2013,29,1,Male,Caucasian,no,not high risk
2014,21,0,Male,African-American,no,not high risk
2013,48,0,Female,Caucasian,no,not high risk
2014,34,1,Male,Caucasian,no,not high risk
2013,54,0,Male,Hispanic,no,not high risk
2013,41,0,Male,African-American,no,not high risk
2014,44,0,Male,Other,no,not high risk
2013,57,1,Male,African-American,no,not high risk
2013,21,0,Male,African-American,yes,not high risk
2013,25,0,Female,Caucasian,no,not high risk
2014,64,2,Male,Caucasian,no,not high risk
2013,51,1,Male,Other,no,not high risk
2014,23,1,Female,African-American,no,high risk
2014,32,0,Female,Other,no,not high risk
2013,45,1,Male,Other,no,not high risk
2013,34,0,Male,African-American,no,high risk
2013,25,8,Male,African-American,yes,high risk
2013,42,2,Male,Caucasian,no,not high risk
2014,19,2,Male,African-American,yes,not high risk
2013,49,0,Male,African-American,no,not high risk
2013,26,0,Male,African-American,no,not high risk
2013,31,11,Male,African-American,yes,high risk
2013,25,6,Male,African-American,yes,high risk
2013,26,0,Male,African-American,no,not high risk
2013,52,2,Female,Caucasian,no,not high risk
2013,65,0,Male,Hispanic,no,not high risk
2014,18,0,Male,African-American,no,not high risk
2014,21,0,Male,African-American,no,not high risk
2013,52,0,Male,African-American,yes,not high risk
2013,21,0,Male,Hispanic,no,not high risk
2013,75,0,Male,African-American,no,not high risk
2013,49,3,Male,Caucasian,no,not high risk
2013,36,0,Male,Hispanic,no,not high risk
2013,48,1,Female,Caucasian,no,not high risk
2014,32,2,Male,African-American,yes,not high risk
2014,21,0,Male,Caucasian,no,not high risk
2013,30,2,Male,Caucasian,no,not high risk
2013,36,8,Male,African-American,no,not high risk
2013,32,1,Male,Caucasian,no,not high risk
2013,24,1,Male,Hispanic,no,not high risk
2013,51,1,Male,African-American,no,not high risk
2014,23,2,Male,Caucasian,yes,not high risk
2013,31,1,Male,Hispanic,no,not high risk
2014,42,7,Male,African-American,no,not high risk
2013,42,1,Male,Caucasian,no,not high risk
2014,26,12,Male,African-American,no,not high risk
2013,38,2,Male,African-American,no,not high risk
2013,25,2,Male,African-American,no,not high risk
